"sem","class","finalexam","coursepct","attend","fe.letter","co.letter"
"Spring26","biol 3300",NA,73.95478669,50,NA,"C"
"Spring26","biol 3300",NA,88.20656993,100,NA,"B"
"Spring26","biol 3300",NA,65.25362667,50,NA,"D"
"Spring26","biol 3300",NA,61.14313652,65,NA,"D"
"Spring26","biol 3300",NA,70.99195997,75,NA,"C"
"Spring26","biol 3300",NA,62.23592855,85,NA,"D"
"Spring26","biol 3300",NA,74.44335287,65,NA,"C"
"Spring26","biol 3300",NA,86.89214448,95,NA,"B"
"Spring26","biol 3300",NA,65.09031876,80,NA,"D"
"Spring26","biol 3300",NA,89.59011682,80,NA,"B"
"Spring26","biol 3300",NA,81.21561113,75,NA,"B"
"Spring26","biol 3300",NA,96.18419969,100,NA,"A"
"Spring26","biol 3300",NA,69.35621369,15,NA,"D"
"Spring26","biol 3300",NA,70.83657518,70,NA,"C"
"Spring26","biol 3300",NA,77.89643008,100,NA,"C"
"Spring26","biol 3300",NA,82.91875974,90,NA,"B"
"Spring26","biol 3300",NA,71.09588924,85,NA,"C"
"Spring26","biol 3300",NA,78.22879663,65,NA,"C"
"Spring26","biol 3300",NA,71.0073824,80,NA,"C"
"Spring26","biol 3300",NA,89.25693406,50,NA,"B"
"Spring26","biol 3300",NA,41.47665415,50,NA,"F"
"Spring26","biol 3300",NA,71.44759426,35,NA,"C"
"Spring26","biol 3300",NA,57.7626525,100,NA,"F"
"Spring26","biol 3300",NA,69.62692316,95,NA,"D"
"Spring26","biol 3300",NA,66.94807308,65,NA,"D"
"Spring26","biol 3300",NA,67.37487818,65,NA,"D"
"Spring26","biol 3300",NA,69.74678567,80,NA,"D"
"Spring26","biol 3300",NA,58.97666521,85,NA,"F"
"Spring26","biol 3300",NA,88.6180181,75,NA,"B"
"Spring26","biol 3300",NA,69.29213069,10,NA,"D"
"Spring26","biol 3300",NA,77.59973578,65,NA,"C"
"Spring26","biol 3300",NA,80.57872865,30,NA,"B"
"Spring26","biol 3300",NA,66.49367407,45,NA,"D"
"Spring26","biol 3300",NA,46.50894062,10,NA,"F"
"Spring26","biol 3300",NA,76.59527324,75,NA,"C"
"Spring26","biol 3300",NA,59.6314689,75,NA,"F"
"Spring26","biol 3300",NA,78.63430843,100,NA,"C"
"Spring26","biol 3300",NA,77.34183061,100,NA,"C"
"Spring26","biol 3300",NA,68.81733258,20,NA,"D"
"Spring26","biol 3300",NA,78.45551683,65,NA,"C"
"Spring26","biol 3300",NA,82.60957447,85,NA,"B"
"Spring26","biol 3300",NA,87.86999579,100,NA,"B"
"Spring26","biol 3300",NA,49.15654899,0,NA,"F"
"Spring26","biol 3300",NA,88.65394602,85,NA,"B"
"Spring26","biol 3300",NA,81.56425182,5,NA,"B"
"Spring26","biol 3300",NA,60.3682138,20,NA,"D"
"Spring26","biol 3300",NA,58.0476024,75,NA,"F"
"Spring26","biol 3300",NA,69.24024199,65,NA,"D"
"Spring26","biol 3300",NA,79.68905862,35,NA,"C"
"Spring26","biol 3300",NA,99.30729167,100,NA,"A"
"Spring26","biol 3300",NA,78.55208231,50,NA,"C"
"Spring26","biol 3300",NA,22.86099629,25,NA,"F"
"Spring26","biol 3300",NA,73.2771225,90,NA,"C"
"Spring26","biol 3300",NA,69.15431169,90,NA,"D"
"Spring26","biol 3300",NA,69.44173094,50,NA,"D"
"Spring26","biol 3300",NA,100,95,NA,"A"
"Spring26","biol 3300",NA,86.55694643,75,NA,"B"
"Spring26","biol 3300",NA,92.1392149,95,NA,"A"
"Spring26","biol 3300",NA,80.05601808,45,NA,"B"
"Spring26","biol 3300",NA,80.80548083,90,NA,"B"
"Spring26","biol 3300",NA,81.13583283,80,NA,"B"
"Spring26","biol 3300",NA,77.53883343,30,NA,"C"
"Spring26","biol 3300",NA,77.57081159,15,NA,"C"
"Spring26","biol 3300",NA,64.49397716,80,NA,"D"
"Spring26","biol 3300",NA,80.28570141,95,NA,"B"
"Spring26","biol 3300",NA,79.04816291,100,NA,"C"
"Spring26","biol 3300",NA,85.48344679,60,NA,"B"
"Spring26","biol 3300",NA,16.9107906,35,NA,"F"
"Spring26","biol 3300",NA,92.50265618,100,NA,"A"
"Spring26","biol 3300",NA,70.53316887,85,NA,"C"
"Spring26","biol 3300",NA,82.30463161,70,NA,"B"
"Spring26","biol 3300",NA,89.79633345,100,NA,"B"
"Spring26","biol 3300",NA,87.14783654,100,NA,"B"
"Spring26","biol 3300",NA,92.914445,90,NA,"A"
"Spring26","biol 3300",NA,86.38097597,90,NA,"B"
"Spring26","biol 3300",NA,75.68365341,80,NA,"C"
"Spring26","biol 3300",NA,78.19440121,60,NA,"C"
"Spring26","biol 3300",NA,79.17144072,100,NA,"C"
"Spring26","biol 3300",NA,71.76929158,70,NA,"C"
"Spring26","biol 3300",NA,72.90080759,95,NA,"C"
"Spring26","biol 3300",NA,89.25575902,70,NA,"B"
"Spring26","biol 3300",NA,95.0554396,70,NA,"A"
"Spring26","biol 3300",NA,77.52739257,70,NA,"C"
"Spring26","biol 3300",NA,93.3340609,75,NA,"A"
"Spring26","biol 3300",NA,73.63492038,75,NA,"C"
"Spring26","biol 3300",NA,64.33363973,80,NA,"D"
"Spring26","biol 3300",NA,59.01113804,65,NA,"F"
"Spring26","biol 3300",NA,66.09907056,40,NA,"D"
"Spring26","biol 3300",NA,60.96005571,20,NA,"D"
"Spring26","biol 3300",NA,84.16994357,65,NA,"B"
"Spring26","biol 3300",NA,79.72855539,75,NA,"C"
"Spring26","biol 3300",NA,83.32777852,90,NA,"B"
"Spring26","biol 3300",NA,77.58576698,90,NA,"C"
"Spring26","biol 3300",NA,80.78186863,85,NA,"B"
"Spring26","biol 3300",NA,61.04898078,90,NA,"D"
"Spring26","biol 3300",NA,80.54710061,75,NA,"B"
"Spring26","biol 3300",NA,64.92219935,50,NA,"D"
"Spring26","biol 3300",NA,93.52540591,75,NA,"A"
"Spring26","biol 3300",NA,93.89573845,100,NA,"A"
"Spring26","biol 3300",NA,97.69407895,75,NA,"A"
"Spring26","biol 3300",NA,88.59671627,75,NA,"B"
"Spring26","biol 3300",NA,64.58947927,30,NA,"D"
"Spring26","biol 3300",NA,65.59459461,40,NA,"D"
"Spring26","biol 3300",NA,83.77765728,80,NA,"B"
"Spring26","biol 3300",NA,56.43083485,45,NA,"F"
